datum,cas_marker,activity_type,routing,layover_ort,overnight,starts_at_homebase,ends_at_homebase,duty_min,has_fl,aerotax_klass,aerotax_eur,aerotax_reason,aerotax_bmf_land,aerotax_counted_as_workday,golden_klass,golden_land,golden_eur,golden_dauer_h,golden_pos_in_tour,golden_is_anreise,golden_is_abreise,klass_match,eur_diff
2025-09-13,14542 PU (Day 3),tour,MAD→FRA→LIS,LIS,True,False,False,470,False,Z76,28.0,Auslands-Layover MAD (Z76 An/Ab),Spanien – Madrid,True,Z76,Portugal,32,24.0,3/4,False,False,True,-4.0
2025-09-14,14542 PU (Day 4),same_day,LIS→FRA→LHR,,False,True,True,505,False,Z76,44.0,"Same-Day Auslandstrip LON (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Großbritannien und Nordirland – London,True,Z76,Vereinigtes Königreich - London,44,17.25,4/4,False,True,True,0.0
2025-09-15,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-16,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-17,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-18,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-19,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-20,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,Z72,Deutschland,14,9.0,1/1,True,True,False,-14
2025-09-21,15370 PU,same_day,FRA→DUS,,False,True,True,290,False,ZeroDay,0,"Same-Day < 8h (total=350min, duty_plus_commute) — kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-22,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-23,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-24,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-25,15688 PU,tour,FRA→BER→KRK,KRK,True,True,False,1059,False,Z76,23.0,Auslands-Layover KRK (Z76 An/Ab),Polen – im Übrigen,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-23.0
2025-09-26,15688 PU (Day 2),tour,KRK→FRA→IST,IST,True,False,False,355,False,Z74,28.0,Inland-Mittel-Tag MUC (Z74 24h),,True,Z76,Bulgarien,15,18.0,1/3,True,False,False,13.0
2025-09-27,15688 PU (Day 3),tour,IST→FRA→AGP,AGP,True,False,False,435,False,Z73,14.0,Inland-Layover DUS (Z73 An/Ab),,True,Z74,Deutschland,28,24.0,2/3,False,False,False,-14.0
2025-09-28,15688 PU (Day 4),same_day,AGP→FRA→CPH,,False,True,True,475,False,Z76,44.0,"Same-Day Auslandstrip GOT (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Schweden,True,Z76,Schweden,44,12.816666666666666,3/3,False,True,True,0.0
2025-09-29,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-09-30,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-01,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-02,29348 PU,tour,FRA→SOF→TLL,TLL,True,True,False,644,False,Z76,15.0,Auslands-Layover SOF (Z76 An/Ab),Bulgarien,True,Z76,Bulgarien,15,11.416666666666666,1/2,True,False,True,0.0
2025-10-03,29348 PU,same_day,TLL→FRA→VCE,,False,True,True,450,False,Z76,28.0,"Same-Day Auslandstrip VCE (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Italien – im Übrigen,True,Z76,Italien,28,22.066666666666666,2/2,False,True,True,0.0
2025-10-04,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-05,18776 P1/KO,tour,FRA→ICN,ICN,True,True,False,619,False,Z76,28.0,"Auslandstour-An/Ab (Homebase-Stempel FRA, Ziel ?) Z76","Korea, Republik",True,Z73,Deutschland,14,11.0,1/4,True,False,False,14.0
2025-10-06,X,frei,ICN,ICN,True,False,False,0,False,Frei,0,frei,,False,Z76,Republik Korea,48,24.0,2/4,False,False,False,-48
2025-10-07,X,frei,ICN,ICN,True,False,False,0,False,Frei,0,frei,,False,Z76,Republik Korea,48,24.0,3/4,False,False,False,-48
2025-10-08,18776 P1/KO,same_day,ICN→FRA,,False,True,True,785,False,Z76,32.0,"Same-Day Auslandstrip SEL (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)","Korea, Republik",True,Z76,Republik Korea,32,19.633333333333333,4/4,False,True,True,0.0
2025-10-09,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-10,== -_A,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-11,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-12,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-13,FRS,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-14,,unknown,FRA,,False,False,False,0,False,ZeroDay,0,Activity-Type unknown ohne SE/Cluster-Spur — nicht als Arbeitstag gewertet,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-15,,unknown,FRA,,False,False,False,0,False,Z76,36.0,Aktive Auslands-SE MRS (DP=unknown) Z76,Frankreich – im Übrigen,True,Z76,Frankreich,36,16.666666666666668,1/2,True,False,True,0.0
2025-10-16,,unknown,FRA,,False,False,False,0,False,Z76,23.0,Aktive Auslands-SE AGP (DP=unknown) Z76,Spanien – im Übrigen,True,Z76,Spanien,23,22.066666666666666,2/2,False,True,True,0.0
2025-10-17,,unknown,FRA,,False,False,False,0,False,ZeroDay,0,Activity-Type unknown ohne SE/Cluster-Spur — nicht als Arbeitstag gewertet,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-18,,unknown,FRA,,False,False,False,0,False,ZeroDay,0,Activity-Type unknown ohne SE/Cluster-Spur — nicht als Arbeitstag gewertet,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-19,RB,standby,FRA,,False,False,False,120,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-20,RES_SB,standby,FRA,,False,False,False,960,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,Z73,Deutschland,14,7.083333333333333,1/2,True,False,False,-14
2025-10-21,RES,standby,FRA,,False,False,False,960,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,Z76,Spanien,23,21.95,2/2,False,True,False,-23
2025-10-22,RES,standby,FRA,,False,False,False,960,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-23,RES,standby,FRA,,False,False,False,960,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,Z73,Deutschland,14,3.8333333333333335,1/3,True,False,False,-14
2025-10-24,RES,standby,FRA,,False,False,False,960,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,Z76,Vereinigtes Königreich - London,66,24.0,2/3,False,False,False,-66
2025-10-25,,unknown,FRA,,False,False,False,0,False,Z76,44.0,Aktive Auslands-SE LON (DP=unknown) Z76,Großbritannien und Nordirland – London,True,Z76,Vereinigtes Königreich - London,44,23.466666666666665,3/3,False,True,True,0.0
2025-10-26,32935 PU,tour,FRA→TLV,TLV,True,True,False,449,False,Z76,44.0,Auslands-Layover TLV (Z76 An/Ab),Israel,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-44.0
2025-10-27,X,frei,TLV,TLV,True,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-28,32935 PU,same_day,TLV→FRA,,False,True,True,280,False,Issue,0,Heimkehr aus Vortag-Tour — separater Tour-Abschluss,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-29,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-30,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-10-31,33491 PU,same_day,FRA→ATH,,False,True,True,425,False,Z76,44.0,Same-Day Auslandstrip LON (Z76 >8h),Großbritannien und Nordirland – London,True,Z76,Vereinigtes Königreich - London,44,12.166666666666666,1/1,True,True,True,0.0
2025-11-01,49928 PU,tour,FRA→ARN→LEJ,LEJ,True,True,False,579,False,Z76,28.0,Auslands-Layover STO (Z76 An/Ab),,True,Z76,Schweden,44,10.333333333333334,1/3,True,False,True,-16.0
2025-11-02,49928 PU,tour,LEJ→FRA→FCO→GOT,GOT,True,False,False,659,False,Z76,44.0,Auslands-Layover GOT (Z76 An/Ab),Schweden,True,Z76,Schweden,66,24.0,2/3,False,False,True,-22.0
2025-11-03,49928 PU,same_day,GOT→FRA,,False,True,True,100,False,Z76,44.0,"Same-Day Auslandstrip GOT (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Schweden,True,Z76,Schweden,44,20.916666666666668,3/3,False,True,True,0.0
2025-11-04,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-05,ORTSTAG OF-_A,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-06,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-07,50632 PU,tour,FRA→CPH→ATH,ATH,True,True,False,1049,False,Z76,27.0,Auslands-Layover ATH (Z76 An/Ab),Griechenland – Athen,True,Z76,Griechenland - Athen,27,18.166666666666668,1/3,True,False,True,0.0
2025-11-08,50632 PU,tour,ATH→FRA→VNO,VNO,True,False,False,1169,False,Z76,27.0,Auslands-Layover ATH (Z76 An/Ab),Griechenland – Athen,True,Z76,Litauen,26,24.0,2/3,False,False,True,1.0
2025-11-09,50632 PU,same_day,VNO→FRA→VCE,,False,True,True,430,False,Z76,17.0,"Same-Day Auslandstrip VNO (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Litauen,True,Z76,Litauen,17,17.25,3/3,False,True,True,0.0
2025-11-10,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-11,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-12,SB_F,standby,FRA,,False,False,False,570,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-13,SB_F,standby,FRA,,False,False,False,570,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-14,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-15,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-11-16,SB_M,standby,FRA,,False,False,False,450,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
